4793	3822	11
9580	1010	11
2600	6481	11
13077	1942	11
7354	5460	10
12707	5730	11
10932	13213	11
9179	1942	11
6286	3453	10
7550	9236	10
13847	9376	10
5248	3845	10
13012	8494	8
9356	9730	10
5318	508	5
9081	4249	11
10828	10307	11
7017	6039	11
12196	3782	11
3173	1038	10
3864	5157	10
12133	1204	10
13501	9156	11
11259	5896	11
9749	873	11
11448	993	10
10162	10623	11
1794	2156	11
4958	2470	10
2928	12934	10
2463	12698	10
7631	11375	10
4575	8869	10
6965	4624	11
10453	3320	10
1304	9352	11
11145	6378	10
1499	5896	11
4101	6991	10
13252	7990	11
3408	3408	10
12612	7421	10
4376	12215	10
5820	4624	11
4510	2156	11
8777	13213	11
9567	6039	11
11742	1441	10
1185	1308	11
1463	10927	8
13133	12278	10
13580	4759	10
10608	8857	10
11065	12762	10
8706	11204	10
13048	12528	10
6422	5416	10
2320	9240	10
10192	1010	11
13320	13153	10
993	5896	11
40	381	10
3479	10070	10
9003	8451	10
8300	2173	10
2500	9598	10
10375	32	10
4070	3637	10
979	2658	10
2603	13213	11
6594	4624	11
3962	8442	12
5890	1010	11
94	4842	10
7884	13069	10
10072	12472	10
6809	7113	10
10953	5475	10
9276	11983	10
7316	1942	11
9958	4393	10
7933	4724	8
638	13213	11
2976	12913	10
11583	9156	11
13144	873	11
48	9813	11
11537	3822	11
13279	1010	11
11404	992	11
10672	1635	10
5979	2735	10
9535	11190	11
10977	3560	10
9978	7549	10
13007	6951	10
12067	3792	10
5985	12701	10
3598	1942	11
9904	7490	10
2625	13471	10
12443	8217	11
7928	3684	10
6126	3782	11
13451	9875	5
4743	10885	10
13819	9813	11
5876	1092	12
5611	8442	12
3638	11540	10
12357	9631	10
4303	727	11
2602	3359	10
63	7369	11
2443	10678	10
5531	2156	11
10007	254	11
8724	8314	10
3006	6039	11
7283	4624	11
11127	9813	11
11455	12215	10
2421	11680	10
7823	11876	10
3690	9680	10
566	13369	10
241	8442	10
8638	3453	10
2670	2085	10
6920	3782	11
5554	6380	10
13448	13213	11
1463	3689	10
1120	1649	11
12051	10282	10
6988	9813	11
9994	11585	10
284	7176	10
3219	1250	10
11430	13600	11
9050	3782	11
9608	9062	10
1442	13462	10
705	9813	11
8938	13571	10
1084	1942	11
7392	7250	11
3577	1942	11
7884	9698	10
4127	11158	10
10277	8494	8
95	8494	8
8077	1466	11
1966	873	11
12956	2789	10
6434	491	10
1434	1010	11
7113	5467	11
5985	7201	10
2545	5707	5
12604	1621	10
3087	5896	11
9328	10373	10
8784	13213	11
10572	9619	10
6281	10423	10
13709	7422	11
8292	2965	10
13825	5896	11
2911	3205	11
923	11406	10
12504	3480	10
13681	9156	11
1678	3738	10
4855	6868	11
2225	11079	10
12087	5896	11
8632	1010	11
10541	5587	10
13540	774	10
7756	5655	11
4918	1942	11
9071	11663	11
10966	8609	10
7418	6105	11
13728	2156	11
8632	3034	11
11884	3453	10
12604	1817	10
6789	6039	11
11631	7667	11
2003	10307	11
7910	10307	11
13589	4249	11
2299	992	11
12167	11476	10
814	1116	10
11788	10307	11
7753	11580	10
12369	11258	12
3443	9864	10
1189	8770	10
8913	3925	11
6675	2602	10
119	11827	10
8129	5555	10
2792	6039	11
7885	1010	11
8720	13682	10
3008	1793	10
12029	9156	11
12258	5445	11
2176	2736	10
4264	2423	11
11052	6890	10
13821	3985	10
8897	8494	8
12604	4545	10
6109	3925	11
12318	1176	10
4455	8189	10
7177	5747	10
3896	2366	11
2044	1010	11
5764	9813	11
9849	1649	11
7615	6039	11
4487	1010	11
10494	2258	10
5279	2002	10
10212	13674	10
4286	1540	5
3892	992	11
3974	13175	10
9220	7484	10
12279	9813	11
9525	9156	11
11539	5896	11
567	2400	1
9646	1466	11
3549	7193	10
12342	13376	10
7101	3822	11
8098	4102	11
6636	7282	10
11494	3722	10
4761	6039	11
12910	8449	10
10203	2092	10
2539	873	11
9247	8442	10
8454	65	10
729	1308	11
7243	8785	11
1545	5716	10
5800	2156	11
12624	12755	10
3358	8442	10
12722	11663	11
8246	8921	11
4543	8442	10
8940	3764	10
5319	8609	10
5097	3453	10
3461	6483	11
2161	5953	10
12734	6039	11
11736	7667	11
10525	4624	11
3254	11201	10
6759	6593	10
1744	2671	10
1728	1942	11
2598	9752	10
5732	658	10
9463	8075	10
6643	1010	11
10102	8745	10
2969	6483	11
8315	873	11
697	1466	11
2054	163	10
3725	5787	10
7175	13737	10
10073	311	10
1423	10307	11
3910	10307	11
1911	8217	11
10303	873	11
12738	11144	5
13721	1429	10
7871	2268	10
6560	2156	11
331	2156	11
1661	873	11
253	6483	11
13279	12755	5
13703	727	11
2541	9631	12
12947	11375	10
11470	4666	5
520	6868	11
1571	13213	11
2296	11545	12
1049	13213	11
1602	13213	11
10737	8685	10
10701	11663	11
2341	7656	10
5224	1942	11
3488	2667	10
6860	2156	11
9473	11243	10
3038	979	10
4996	873	11
10221	9156	11
5374	1488	10
4152	5708	10
6845	7928	10
7727	7667	11
12566	4679	11
9885	6697	10
3718	11071	10
8980	11031	5
12035	10168	11
1111	13376	10
673	11846	11
12749	3836	10
6141	3782	11
13091	3453	10
7695	8494	12
12071	10220	10
3430	11663	11
2924	13213	11
8087	8031	10
4336	11663	11
4235	8001	10
7491	8887	11
10479	9965	10
9399	1942	11
2692	7802	10
4635	7467	10
13431	7314	10
12946	13213	11
13170	10546	10
7904	13213	11
7261	4724	8
2258	11476	10
3471	9156	11
2873	8217	11
7142	10183	10
9979	8887	11
260	11663	11
1759	3917	10
6014	8677	11
6927	11254	11
13271	6967	10
6870	12588	10
10848	2673	10
13123	4249	11
8369	13213	11
4221	3782	11
3216	2156	11
3450	7314	10
12456	5896	11
4737	12777	5
2647	727	11
9820	2187	10
8374	11258	12
7622	11663	11
3393	10044	9
12855	9156	11
5688	1323	10
2231	9663	12
10497	5326	10
7468	13213	11
2830	10724	10
6291	254	11
8710	3822	11
5378	3782	11
4549	8217	11
2435	4249	11
6125	3565	10
2862	9156	11
4782	3151	5
1328	237	10
5375	11319	11
623	7172	10
11471	7312	10
5440	12040	10
4010	6363	10
687	11017	10
13110	11663	11
6603	3822	11
10012	254	11
3539	12611	10
6606	6039	11
10956	13190	10
5536	13243	10
4832	13213	11
5960	2469	10
10312	873	11
12112	7314	10
2688	8757	12
4354	3822	11
7162	13213	11
10349	9156	11
7808	6701	10
5083	1509	10
1979	3830	10
12013	13213	11
8859	8217	11
3087	3782	11
2881	9156	11
13368	11663	11
10053	2434	10
8789	2156	11
12786	1038	10
10948	1466	11
8010	1649	11
13354	873	11
53	9813	11
2891	873	11
12128	9358	10
3537	1649	11
10549	7713	10
5245	9713	10
6605	11132	10
3723	10307	11
7681	5445	11
12690	8442	10
6509	9787	10
6793	1010	11
13817	2156	11
12643	4511	10
8524	3828	11
4115	11255	12
8769	873	11
9309	8067	5
5787	10307	11
10548	3872	10
6184	4282	10
2274	7461	10
5709	7990	11
2602	10286	10
8032	7481	10
1051	873	11
1602	4679	11
9055	1308	11
4455	8217	11
4739	1010	11
11737	12336	10
10292	3404	10
11590	1793	10
8837	9663	12
13840	8442	10
8146	11954	11
2648	9618	10
2396	11551	10
6922	2470	10
4426	1750	10
5918	1010	11
2984	9156	11
5037	11489	8
3523	873	11
11480	3925	11
9698	5445	11
7712	13799	11
3904	8449	10
8839	9577	10
13050	2852	11
13069	12847	10
4911	2294	10
12204	9079	10
11066	4624	11
1263	1466	11
13214	1415	10
10078	11055	10
5800	3453	10
8309	13754	11
12853	6288	10
5395	8887	11
10211	2483	10
7930	8067	5
514	11846	11
5257	5896	11
11697	12216	10
3272	6039	11
4652	3453	10
8939	11401	11
3868	3482	10
9620	1010	11
665	873	11
773	7708	11
10072	6787	10
610	821	10
6597	10959	10
7091	13213	11
3758	12524	10
6204	626	10
7868	6902	10
4814	7481	10
6888	7233	10
5503	7485	10
11302	7026	10
4713	2999	10
11572	5607	10
10964	1649	11
13784	6868	11
2879	3227	10
3705	9167	10
8049	5896	11
4773	6483	11
12675	3034	11
11497	1867	10
3028	5879	10
9610	1010	11
8752	873	11
6102	7928	10
3104	3451	10
2538	4249	11
1665	3822	11
4349	3822	11
518	12778	10
3570	6204	10
6695	9813	11
5289	2433	10
4495	2894	10
7205	9156	11
12124	10740	11
13808	9618	10
7584	10520	11
562	9156	11
2281	5282	10
10447	1649	11
1343	11258	12
4504	13213	11
10713	5896	11
7933	8217	11
5914	2156	11
5675	6271	11
11880	5456	10
13365	3806	10
4021	4488	10
2086	9852	10
1886	10975	11
9977	5896	11
5842	3925	11
891	816	10
5740	5429	8
11970	11050	10
8566	13213	11
5971	5896	11
13006	9268	5
6497	5706	10
7583	1010	11
3140	9738	10
8175	992	11
10645	7364	10
304	11846	11
6730	9813	11
11313	2066	10
13690	1708	11
5120	992	11
3557	11341	10
11015	544	10
10029	3822	11
5817	1649	11
4888	13213	11
13000	13213	11
9410	12416	10
7822	1649	11
4964	4796	10
12362	11663	11
10317	13213	11
12874	13058	10
3020	3896	10
51	3822	11
13724	12881	12
1097	8794	11
3710	8786	10
12906	11585	10
9742	3782	11
9138	4724	8
9803	13618	10
12259	7355	10
7433	4724	8
6237	2219	10
7730	13101	11
9165	13181	11
10784	8887	11
6459	7484	10
8498	727	11
12502	3925	11
1330	3876	8
5685	873	11
1053	4724	8
1485	10815	10
253	8494	8
1289	5326	10
4174	9962	10
695	6039	11
9528	254	11
7301	7446	10
3986	2740	10
7892	4072	11
869	10257	10
5318	1823	10
3386	9680	10
6066	426	10
4379	5445	11
89	1556	11
1732	6735	10
2678	9690	10
407	9813	11
4928	254	11
11543	5896	11
3413	1543	11
6387	9871	10
7168	7369	11
12066	1466	11
9293	8981	10
12477	9156	11
2221	7497	10
792	3728	10
4365	10805	10
11427	6764	10
6315	11119	10
8013	2556	10
5968	6761	10
5880	13213	11
8860	4679	11
3620	10524	11
4728	9156	11
4103	873	11
9737	2375	10
4786	9014	10
1321	9813	11
6523	3822	11
829	4624	11
6498	2895	10
74	5896	11
11427	1325	10
13607	4108	10
7841	11402	10
3778	2470	10
12986	4262	10
3093	254	11
2514	1692	10
4693	9813	11
13624	5711	10
7351	727	11
4361	992	11
9405	1932	11
5374	6806	10
11350	9156	11
5491	1466	11
13117	3845	5
12655	11663	11
13329	8887	11
13358	9813	11
11820	4850	10
2337	8587	10
9911	11418	11
10012	1942	11
11252	9423	10
11656	10482	10
1905	10917	10
104	2156	11
11302	9434	10
1716	2156	11
11143	9813	11
7508	1649	11
4323	873	11
3004	9519	10
12504	7944	10
10750	11814	10
12035	3696	5
10381	8217	11
10324	8709	10
542	6039	11
1633	1466	11
2781	4249	11
13171	774	10
2205	12165	10
2523	5711	10
7717	1010	11
327	1466	11
4667	7928	10
6769	10998	10
9608	2156	11
6299	1010	11
578	5505	10
7887	1010	11
480	8394	11
1656	1942	11
6504	1466	11
12995	1308	11
12301	2931	10
12014	5426	10
2405	5445	11
4010	9813	11
2514	727	11
9228	11663	11
10230	11745	10
736	1793	10
12179	3891	10
5823	3047	10
12517	8519	11
2871	5087	0
12307	6039	11
3975	4249	11
3765	1308	11
5455	3320	10
8277	12220	10
8861	3822	11
1964	4120	10
12087	12695	11
4494	12082	10
2213	11879	10
10031	3453	10
6132	519	11
2719	5410	10
4433	4624	11
13599	1649	11
7483	9735	10
9385	4160	10
6066	873	11
10381	11846	11
4221	7193	10
4059	5530	10
2258	5785	10
10796	11476	10
650	4829	10
8361	2156	11
3084	145	10
3302	3742	10
9139	992	11
10299	1236	10
2716	2156	11
5229	11829	10
1326	3825	10
5317	4829	10
5413	6868	11
4321	2416	10
1215	6039	11
11949	7363	10
12042	6470	10
10368	6039	11
9037	5140	11
4671	2156	11
6391	8494	8
4270	7340	10
1716	8155	10
538	2247	10
12493	8928	10
72	11392	10
3588	5896	11
13519	4679	11
13025	8442	10
11607	9156	11
3865	1352	10
6855	8442	12
7855	12888	10
7601	6483	11
400	13301	10
6347	10623	11
4358	7350	11
10959	3925	11
13362	9156	11
3211	6483	11
8669	39	11
12885	5552	10
9099	4724	8
8998	11663	11
7318	5655	11
5163	9690	10
11724	5896	11
7695	9156	11
10198	3925	11
11580	8887	11
12172	254	11
6031	6698	10
9033	8494	8
9566	3453	10
4349	6926	10
11214	3255	10
4157	13390	11
10852	3475	10
2793	12481	10
8035	13213	11
10299	13213	11
13177	8887	11
174	5896	11
1633	13213	11
4797	5590	10
2707	9156	11
6064	3381	10
4070	8715	10
10741	706	10
11610	3822	11
8387	1308	11
12124	992	11
1054	13618	10
1166	4124	11
4074	3822	11
1885	10210	10
4962	6012	10
952	10480	10
1814	3666	10
2188	6039	11
6721	5094	10
10754	1308	11
3194	6520	10
10220	1010	11
3887	8887	11
1292	5996	10
3039	6850	10
6880	5429	8
7641	720	10
11243	9216	10
3973	1396	11
3118	13039	5
6001	11735	10
3013	10453	10
6108	5445	11
9280	9510	10
12937	727	11
9846	11151	10
4580	7291	10
10169	11402	10
12854	4809	10
1705	2156	11
6968	1942	11
9135	11629	11
10544	6190	10
8523	7822	10
12661	7475	12
3592	4624	11
1035	7870	10
11625	1297	10
11396	9618	10
572	4624	11
10018	5896	11
8978	2470	10
3946	5445	11
949	10655	1
6029	3779	11
12795	10708	5
12868	599	10
5310	6787	10
13468	8245	10
8633	11994	11
5426	8494	10
1716	13191	5
11745	5847	10
8596	13577	10
2794	3925	11
12061	7579	10
7314	6595	11
7477	2470	10
6082	727	11
4426	10307	11
4615	4679	11
6531	12399	10
13536	12894	10
10909	8217	11
13675	5271	10
2670	7928	10
2421	12419	10
8397	9224	10
4699	13213	11
10903	1010	11
5534	3626	10
13629	727	11
3281	8494	8
7917	1338	10
2074	3423	10
7646	12481	10
5062	1649	11
3152	11773	10
4254	9156	11
5570	4624	11
1926	8869	10
12561	3822	11
5039	1942	11
13216	873	11
7168	13334	10
10678	13668	11
662	8816	10
10663	8494	8
928	106	10
12530	1466	11
7039	873	11
4481	6039	11
8070	10307	11
9265	4724	8
10854	6900	10
7898	10940	10
8699	10307	11
156	3205	11
1497	7745	10
4186	6627	10
12888	11971	10
8013	3925	11
2639	5896	11
13343	8217	11
1593	2470	10
10707	1308	11
9957	6483	11
10601	11824	5
755	7217	10
5203	9813	11
7755	3822	11
9346	9365	10
6255	1308	11
12906	13198	11
10451	3453	10
4056	13132	10
11537	11308	11
7974	9511	10
4611	5896	11
5564	873	11
11740	7098	10
9097	12778	10
3262	7467	10
3875	11301	5
3242	2156	11
8795	4053	10
9675	12007	10
10114	7462	10
6873	2041	10
9990	4624	11
2508	13213	11
7468	3925	11
6032	13213	11
10219	2088	10
4611	4924	10
456	8494	8
7827	1649	11
11294	1051	10
4444	3555	10
13641	5896	11
8970	10307	11
5581	5177	10
4674	5958	11
10388	3453	10
4282	1942	11
6941	4178	10
2677	9860	10
240	8217	11
5134	2470	10
7014	11159	10
9868	9813	11
6508	10307	11
3819	3453	10
10585	6039	11
1780	519	11
5308	5896	11
1048	9156	11
1144	3873	11
10872	2267	5
3718	7324	12
11337	8887	11
5861	8217	11
3865	8887	11
4235	11637	12
639	7549	10
806	3782	11
10697	6039	11
3379	1010	11
8045	3822	11
8273	13213	11
7403	1692	10
3002	3477	10
1064	8521	10
3329	3822	11
2011	7024	10
12465	2470	10
8476	13262	10
2344	6039	11
754	10427	10
13698	1308	11
971	4159	10
4085	11837	11
4449	1308	11
442	1655	10
2578	13284	10
11556	13122	10
2832	6488	10
12019	873	11
11928	6688	6
131	1649	11
13659	6639	10
7246	9035	10
9151	6991	10
6262	13213	11
7044	8494	8
12394	332	10
2639	3822	11
3395	10307	11
5792	4624	11
10978	2957	10
11475	3119	10
5727	1308	11
3513	1308	11
5111	8442	10
1175	5896	11
2299	873	11
6616	5326	10
6076	8442	10
8390	7408	10
9977	2470	10
3341	6039	11
8233	1367	10
13074	371	10
10312	3476	12
736	4072	11
10516	12666	11
6735	3782	11
9692	4624	11
9503	6230	11
5513	5875	10
13036	10623	11
6269	3855	10
11049	5326	10
3250	2156	11
6636	8375	10
6059	6784	8
4908	8494	12
12938	6757	10
6767	10972	10
11472	5094	10
1042	7554	11
8720	11628	10
7097	12666	11
486	3355	10
12301	11632	10
11143	31	5
147	13181	11
12998	4512	11
1760	4946	11
12362	8887	11
7823	11120	10
1766	11016	10
10334	9430	10
4997	1010	11
10480	3822	11
12647	6785	10
11756	727	11
11442	9813	11
654	1466	11
8743	7712	10
7374	11826	10
4268	5513	10
524	6039	11
394	5382	10
8867	10307	11
7456	9618	10
6499	1010	11
3485	8217	11
3182	6585	10
9478	7534	11
12752	12926	10
4953	5129	10
5177	9028	11
8304	8293	10
2790	6628	10
8551	8887	11
9993	8442	12
12254	9442	10
7761	727	11
2529	11735	10
4015	3971	11
12359	2262	10
2436	11031	10
12648	2797	10
7784	3873	11
7483	11391	10
5247	873	11
5380	6778	10
6290	873	11
5718	6483	11
8939	3822	11
13341	3782	11
11122	3782	11
12536	9813	11
4895	8217	11
12151	2156	11
3099	6949	10
6315	4249	11
345	13058	10
10199	1649	11
11625	983	5
574	4025	10
2994	2057	10
4955	12038	10
9971	12429	10
4877	2098	10
536	1649	11
9733	12755	10
13172	8954	10
6458	1813	10
1287	3293	12
5940	873	11
3406	9156	11
8045	2736	10
11119	7485	10
8087	5626	10
8988	5896	11
7435	11983	10
4139	11663	11
2625	13055	10
2579	6525	0
3926	1308	11
5543	10882	10
11813	8675	10
12118	8494	8
11398	2156	11
8923	11663	11
304	11663	11
7947	10272	10
13542	254	11
4762	8403	10
6032	11258	12
10199	6062	10
6090	2470	10
6496	12100	10
7217	622	10
581	5932	10
1094	11520	10
12014	7948	10
9809	782	10
874	6039	11
8338	11255	12
10224	254	11
5742	873	11
5181	9932	10
2046	493	10
11115	7467	10
576	5896	11
13492	6031	10
9566	2131	10
11315	9058	11
173	335	10
12142	1009	11
8086	1942	11
2019	3925	11
3072	9062	5
7824	1010	11
3627	8887	11
8926	856	10
12246	9201	10
10776	3845	10
7068	5772	10
5562	780	11
2240	1942	11
13014	11735	10
11238	11552	11
11057	184	10
10024	873	11
7464	13213	11
8732	13213	11
2045	5896	11
12014	5312	10
7392	7567	10
12708	569	10
11435	6221	10
13652	5237	10
5231	6641	10
3250	873	11
8261	5630	10
1105	8403	10
4896	8067	10
5806	12728	10
4865	4679	11
3930	873	11
12035	4237	10
13782	6042	10
4087	4836	10
7466	3864	10
931	3845	10
7395	157	11
6493	724	10
13232	11663	11
11176	254	11
2105	8188	10
6554	9156	11
4436	4624	11
809	10819	10
4699	9156	11
3959	12293	10
2039	6039	11
9138	2156	11
1748	2156	11
1945	6989	10
2045	11313	10
1828	2478	11
3369	11663	11
10238	727	11
7632	873	11
6661	3822	11
7322	2197	10
7523	992	11
10481	12100	10
8966	873	11
12690	2156	11
2980	9032	10
8758	727	11
10530	4714	5
9476	6483	11
13315	3822	11
5954	12292	10
12355	1544	10
7768	9813	11
5017	3184	10
7096	11255	10
3159	1466	11
10171	8494	8
4903	9618	1
6966	1308	11
2497	753	10
10638	11418	11
1752	10140	10
13738	4724	8
5667	10695	10
9517	9623	10
10032	790	10
6587	7314	10
5888	8494	8
9574	9434	10
5857	6387	10
9067	1299	11
2605	2597	10
2066	8928	6
1262	6368	10
6984	778	10
1175	13432	10
2463	5995	10
4379	9845	10
1095	10402	10
9373	4724	8
11013	4110	10
10545	9319	10
8256	13213	11
7206	6326	10
538	9156	11
8001	13090	10
9293	8217	11
1015	1308	11
452	1297	10
4227	5896	11
7162	2156	11
6135	5896	11
8277	10751	10
2413	2156	11
7581	1866	10
6456	4679	11
5985	8425	10
11137	8773	10
4872	10503	10
5392	8217	11
7737	1010	11
4497	8488	10
6354	13213	11
1674	254	11
2948	11283	10
706	2156	11
9625	1010	11
9790	5445	11
3069	2366	11
3239	8341	10
5544	5445	11
5142	1942	11
7456	10337	10
11253	1466	11
5365	13082	10
11772	12903	10
9862	8494	8
1868	2156	11
5274	6285	10
4157	4756	11
554	5896	11
12279	6866	10
13644	6587	10
6139	8149	10
12705	13232	10
358	5896	11
11300	2156	11
8639	13432	1
13690	8442	12
9229	10547	10
10142	5958	11
4543	8887	11
8667	5896	11
1635	4846	10
584	7559	10
11574	7928	10
7121	7083	10
55	13213	11
1348	2118	10
13384	1649	11
6012	8494	8
685	3030	10
12179	5896	11
13266	1010	11
8509	8543	10
11488	1010	11
13176	4679	11
2218	873	11
10696	1649	11
8102	370	10
4417	706	10
13649	4624	11
6794	992	11
2779	9680	10
7789	2746	10
2495	254	11
887	5896	11
1643	13181	11
8145	2470	10
11690	1710	10
8581	3925	11
2337	254	11
11877	5896	11
11874	11663	11
12244	4153	10
13417	5896	11
11378	8217	11
7661	347	10
5105	13400	10
3437	10613	10
5341	2470	10
1509	335	10
4882	873	11
5105	4679	11
1298	6067	10
696	11813	10
6949	873	11
978	7479	11
8777	3822	11
9646	6039	11
12427	2470	10
1652	9628	10
1945	13689	10
9059	9247	10
2421	6955	10
10497	2629	10
6638	5896	11
6665	2667	10
8648	6787	10
11405	9528	10
360	11846	11
5581	10853	10
5624	203	10
5899	10302	10
10127	300	10
13311	4195	10
13052	13745	10
7230	4679	11
7261	3782	11
12109	5639	0
6485	1649	11
9230	10307	11
6269	8887	11
7784	3019	10
10914	3560	10
12170	9305	11
12254	10281	10
13253	5118	10
12611	7557	10
13840	543	11
8763	8494	8
11006	5711	10
5189	3925	11
11425	11375	10
2370	5548	10
1933	11410	10
8553	9813	11
13242	8887	11
141	8206	10
6984	8217	11
4177	8494	8
5908	1466	11
1245	12756	10
2752	13704	11
4984	7332	11
12648	6239	10
1287	6902	10
7133	6345	10
7159	6397	10
10144	10307	11
3720	9813	11
13014	11663	11
10435	10806	10
8163	1942	11
10812	5419	10
13232	7579	10
12486	11629	11
5440	8469	10
6792	3295	10
13153	13320	10
5918	11160	10
5786	12239	10
5571	3782	11
4706	7942	10
11704	6495	10
9482	727	11
7426	5781	10
139	4786	10
10192	2156	11
6870	3720	10
10730	9156	11
4349	5189	10
3793	9241	10
7396	11402	10
8277	850	10
2138	12778	10
2094	6549	10
4553	4337	10
1526	10071	10
4140	1953	10
12014	13577	10
13116	3034	11
7255	1466	11
11221	8188	10
5968	12544	5
9770	1308	11
7563	3782	11
3441	9813	11
6713	9631	12
7547	12051	10
13214	6868	11
3739	8887	11
12142	11824	10
12885	7928	10
5876	8494	8
2126	3822	11
13095	9295	11
12310	1649	11
175	1010	11
12014	11877	10
270	992	11
11533	6770	10
2019	7705	10
8151	1010	11
5688	3453	10
1383	992	11
8527	9618	1
10750	2583	11
7924	11663	11
8603	10189	10
283	853	10
5580	5953	10
3087	3822	11
3414	4249	11
4227	3453	10
4723	5811	11
7243	13213	11
13520	9813	11
6663	5092	10
3791	1496	10
12378	5896	11
12608	6967	10
7305	13213	11
10011	2156	11
10059	13618	10
9222	6868	11
699	6574	10
3031	3831	10
8585	11663	11
7998	873	11
2376	9813	11
9727	873	11
9503	2665	10
6681	10335	10
11740	5896	11
9241	1942	11
6486	215	10
10930	7197	10
8639	5208	10
8941	2323	11
8717	8655	10
2367	1010	11
1283	4736	10
1761	3925	11
11921	4318	5
170	11236	10
1159	13867	10
7050	5896	11
4963	2251	10
12588	3792	10
6877	12079	10
2608	4679	11
7559	8268	10
588	7421	10
6100	9156	11
1335	237	10
2587	11663	11
8279	13213	11
10492	8442	10
6866	423	10
10402	4624	11
8546	8072	10
9315	3868	10
9906	6962	10
1339	9631	10
12223	6841	10
9313	12666	11
3227	9319	10
4230	9039	10
9180	9663	10
4546	4309	10
8205	3494	10
13379	1010	11
9964	8708	10
6284	2156	11
10076	10575	10
676	1010	11
12280	12099	10
4113	3356	10
4044	7624	10
13341	3822	11
2223	5445	11
9539	5896	11
5290	10045	10
6291	11232	10
8926	8217	11
7071	10188	10
7095	4679	11
8676	992	11
356	3925	11
10146	10436	10
13391	13213	11
417	7700	10
4603	13878	10
4851	6774	10
12402	8887	11
571	9358	10
11171	4392	10
8620	5631	10
5685	6483	11
8859	11663	11
351	9875	5
11678	7840	10
8964	8147	10
4908	727	11
8157	9964	10
2933	8378	10
1501	2416	10
3416	1527	10
8032	9897	10
1826	968	10
5921	97	10
9528	1466	11
966	13213	11
10976	5457	10
7535	7197	10
11315	4072	11
887	1548	10
2516	13095	10
178	8217	11
10993	1466	11
13776	1010	11
2024	5445	11
11377	7083	10
